ew_mass,sq_mass,eff,eff_err
150,700,0.0006000013333173,0.0002449493371338
150,800,0.0007000006187087,0.0002645752686273
150,900,0.0008999991274869,0.000299999634091
150,1000,0.0006,0.0002449489557387
150,1100,0.0005999993943132,0.0002449489574863
150,1200,0.0008000038557928,0.0002828440252397
150,1300,0.0007999991016175,0.0002828426872084
150,1400,0.0006999986345268,0.0002645745699472
150,1500,0.0004,0.0001999998799171
150,1600,0.0009000005023343,0.0002999998454976
150,1700,0.0005,0.0002236068984371
150,1800,0.0005,0.0002236067229882
150,2000,0.0004999989293751,0.0002236063475268
150,2200,0.0001999995840559,0.00014142094777
250,700,0.0002999991509159,0.0001732043622722
250,800,0.0006,0.0002449489692141
250,900,0.0003999999999999,0.0001999999732358
250,1000,0.0007999999999999,0.0002828419860357
250,1100,0.0007999971725043,0.0002828422176561
250,1200,0.0006000006665339,0.0002449491407308
250,1300,0.0010999996584849,0.000331662336895
250,1400,0.000600001030659,0.0002449492023314
250,1500,0.001,0.0003162277103815
250,1600,0.0007000005610522,0.0002645751327822
250,1700,0.0009333263130629,0.0001763827394525
250,1800,0.000699999291423,0.0002645750699388
250,2000,0.0003000009408397,0.0001732049738633
250,2200,0.0,0.0
400,700,0.0008999997365305,0.0002999998669262
400,800,0.0002999995447652,0.0001732052167572
400,1300,0.0012999984238459,0.0003605549925502
400,1400,0.0008000006691183,0.0002828424231143
400,1500,0.0006,0.0002449495609036
400,1800,0.0008000002889334,0.0002828427938192
400,2000,0.0001,9.999990960758668e-05
400,2200,0.0003000005398024,0.0001732050622285
500,700,0.0001999999999999,0.0001414213339027
500,800,0.0003999999999999,0.0001999997408409
500,900,0.0013999990542749,0.0003741653733153
500,1000,0.0001999992494295,0.0001414208948485
500,1100,0.0007999992991594,0.0002828426629731
500,1200,0.0002000007119805,0.0001414212785066
500,1300,0.0005999989335856,0.000244948604668
500,1400,0.0008000007861764,0.000282842548986
500,1500,0.0005999988581993,0.0002449487364589
500,1600,0.0011999983612735,0.0003464094702224
500,1700,0.0002000002346165,0.0001414215681602
500,1800,0.0004999999999999,0.0002236069538004
500,2000,0.0006999990179031,0.0002645750967326
600,700,0.0007000007009325,0.0002645747192714
600,800,0.0005,0.0002236068273184
600,900,0.0008000012459819,0.0002828426506926
600,1300,0.0008000006673978,0.0002828427782368
600,1400,0.0008000009755334,0.000282842930315
600,1500,0.001,0.0003162271521017
600,1800,0.0005,0.0002236065000855
600,2000,0.0004000007676599,0.0002000001134051
700,700,0.0,0.0
700,800,0.0003999995061242,0.0001999996331538
700,900,0.0007,0.0002645749647882
700,1000,0.0043999982409136,0.0006633248352128
700,1100,0.0006999990860154,0.0002645748651789
700,1200,0.0009,0.0002999998363964
700,1300,0.001,0.0003162275090692
700,1400,0.0014000023257975,0.0003741662141414
700,1500,0.0004999983337639,0.0002236060142795
700,1600,0.0011999948034267,0.0003464100702848
700,1700,0.0007999999999999,0.0002828424194202
700,1800,0.0008999997622105,0.0003000002398706
700,2000,0.0005000022686746,0.0002236070867377
800,800,0.000199999304725,0.0001414210363474
800,900,0.001,0.0003162277197005
800,1000,0.0007999993693967,0.0002828425430693
800,1100,0.0006000004733246,0.0002449483430612
800,1200,0.0005999979053647,0.0002449487589641
800,1300,0.001,0.0003162278371499
800,1400,0.000799997066976,0.0002828430251093
800,1500,0.001100001665032,0.0003316617103696
800,1600,0.001,0.0003162276895402
800,1700,0.0014000004121631,0.0003741658987268
800,1800,0.0006999994282552,0.0002645748741995
800,2000,0.0005,0.0002236068763709
900,900,0.0001,0.0001000000760447
900,1000,0.0003000002011135,0.0001732049676335
900,1100,0.000799998205725,0.0002828422652626
900,1200,0.0005999982536096,0.000244949003999
900,1300,0.0006999993678199,0.0002645758633962
900,1400,0.0012000018043395,0.0003464105045105
900,1500,0.001099999616214,0.0003316623949353
900,1600,0.0007999996405033,0.0002828427035394
1000,1000,0.0001999997330302,0.0001414212647777
1000,1100,0.0002,0.0001414211749642
