ew_mass,sq_mass,eff,eff_err
150,700,0.0004780889730097,0.0001043275720732
150,800,0.0004780889730097,0.0001043275720732
150,900,0.0004780889730097,0.0001043275720732
150,1000,0.0004780889730097,0.0001043275720732
150,1100,0.0004780889730097,0.0001043275720732
150,1200,0.0004780889730097,0.0001043275720732
150,1300,0.0004780889730097,0.0001043275720732
150,1400,0.0004780889730097,0.0001043275720732
150,1500,0.0004780889730097,0.0001043275720732
150,1600,0.0004780889730097,0.0001043275720732
150,1700,0.0004780889730097,0.0001043275720732
150,1800,0.0004780889730097,0.0001043275720732
150,2000,0.0004780889730097,0.0001043275720732
150,2200,0.0004780889730097,0.0001043275720732
250,700,0.0006105007494689,0.0002730245222974
250,800,0.0006105007494689,0.0002730245222974
250,900,0.0006105007494689,0.0002730245222974
250,1000,0.0006105007494689,0.0002730245222974
250,1100,0.0006105007494689,0.0002730245222974
250,1200,0.0006105007494689,0.0002730245222974
250,1300,0.0006105007494689,0.0002730245222974
250,1400,0.0006105007494689,0.0002730245222974
250,1500,0.0006105007494689,0.0002730245222974
250,1600,0.0006105007494689,0.0002730245222974
250,1700,0.0006105007494689,0.0002730245222974
250,1800,0.0006105007494689,0.0002730245222974
250,2000,0.0006105010026527,0.0002730246355245
250,2200,0.0006105010026527,0.0002730246355245
400,700,0.0005074857114577,0.0003588463012862
400,800,0.0005074857114577,0.0003588463012862
400,1300,0.0005074857114577,0.0003588463012862
400,1400,0.0005074857114577,0.0003588463012862
400,1500,0.0005074857114577,0.0003588463012862
400,1800,0.0005074857114577,0.0003588463012862
400,2000,0.0005074857114577,0.0003588463012862
400,2200,0.0005074857114577,0.0003588463012862
500,700,0.0006531696009151,0.0002921060978469
500,800,0.0006531696009151,0.0002921060978469
500,900,0.0006531696009151,0.0002921060978469
500,1000,0.0006531696009151,0.0002921060978469
500,1100,0.0006531696009151,0.0002921060978469
500,1200,0.0006531696009151,0.0002921060978469
500,1300,0.0006531696009151,0.0002921060978469
500,1400,0.0006531696009151,0.0002921060978469
500,1500,0.0006531696009151,0.0002921060978469
500,1600,0.0006531696009151,0.0002921060978469
500,1700,0.0006531696009151,0.0002921060978469
500,1800,0.0006531692212324,0.0002921059280473
500,2000,0.0006531692212324,0.0002921059280473
600,700,0.0007926051593041,0.0004576099782383
600,800,0.0007926051593041,0.0004576099782383
600,900,0.0007926051593041,0.0004576099782383
600,1300,0.0007926051593041,0.0004576099782383
600,1400,0.0007926051593041,0.0004576099782383
600,1500,0.0007926051593041,0.0004576099782383
600,1800,0.0007926051593041,0.0004576099782383
600,2000,0.0007926051593041,0.0004576099782383
700,700,0.0007959666000558,0.0003249521514933
700,800,0.0007959666000558,0.0003249521514933
700,900,0.0007959666000558,0.0003249521514933
700,1000,0.0007959666000558,0.0003249521514933
700,1100,0.0007959666000558,0.0003249521514933
700,1200,0.0007959666000558,0.0003249521514933
700,1300,0.0007959666000558,0.0003249521514933
700,1400,0.0007959666000558,0.0003249521514933
700,1500,0.0007959666000558,0.0003249521514933
700,1600,0.0007959666000558,0.0003249521514933
700,1700,0.0007959666000558,0.0003249521514933
700,1800,0.0007959666000558,0.0003249521514933
700,2000,0.0007959666000558,0.0003249521514933
800,800,0.0002669516175584,0.0002669513264137
800,900,0.0002669516175584,0.0002669513264137
800,1000,0.0002669516175584,0.0002669513264137
800,1100,0.0002669516175584,0.0002669513264137
800,1200,0.0002669516175584,0.0002669513264137
800,1300,0.0002669516175584,0.0002669513264137
800,1400,0.0002669516175584,0.0002669513264137
800,1500,0.0002669516175584,0.0002669513264137
800,1600,0.0002669516175584,0.0002669513264137
800,1700,0.0002669516175584,0.0002669513264137
800,1800,0.0002669516175584,0.0002669513264137
800,2000,0.0002669516175584,0.0002669513264137
900,900,0.0002663818819071,0.000266381899452
900,1000,0.0002663818819071,0.000266381899452
900,1100,0.0002663818819071,0.000266381899452
900,1200,0.0002663818819071,0.000266381899452
900,1300,0.0002663818819071,0.000266381899452
900,1400,0.0002663818819071,0.000266381899452
900,1500,0.0002663818819071,0.000266381899452
900,1600,0.0002663818819071,0.000266381899452
1000,1000,0.0002685278169745,0.0002685270887046
1000,1100,0.0002685278169745,0.0002685270887046
